instrumentid,loctimestamp,volatility
EU0009658145PV1D1,2001-01-29 00:00:00,0.0959997
EU0009658145PV1D1,2001-01-30 00:00:00,0.163227
EU0009658145PV1D1,2001-01-31 00:00:00,0.11419
EU0009658145PV1D1,2001-02-01 00:00:00,0.17485
EU0009658145PV1D1,2001-02-02 00:00:00,0.135916
EU0009658145PV1D1,2001-02-05 00:00:00,0.12873
EU0009658145PV1D1,2001-02-06 00:00:00,0.103876
EU0009658145PV1D1,2001-02-07 00:00:00,0.170385
EU0009658145PV1D1,2001-02-08 00:00:00,0.111425
EU0009658145PV1D1,2001-02-09 00:00:00,0.111286
EU0009658145PV1D1,2001-02-12 00:00:00,0.104582
EU0009658145PV1D1,2001-02-13 00:00:00,0.116103
EU0009658145PV1D1,2001-02-14 00:00:00,0.178168
EU0009658145PV1D1,2001-02-15 00:00:00,0.147736
EU0009658145PV1D1,2001-02-16 00:00:00,0.207784
EU0009658145PV1D1,2001-02-19 00:00:00,0.0726922
EU0009658145PV1D1,2001-02-20 00:00:00,0.120181
EU0009658145PV1D1,2001-02-21 00:00:00,0.205628
EU0009658145PV1D1,2001-02-22 00:00:00,0.23609
EU0009658145PV1D1,2001-02-23 00:00:00,0.236507
EU0009658145PV1D1,2001-02-26 00:00:00,0.19215
EU0009658145PV1D1,2001-02-27 00:00:00,0.196063
EU0009658145PV1D1,2001-02-28 00:00:00,0.201633
EU0009658145PV1D1,2001-03-01 00:00:00,0.189808
EU0009658145PV1D1,2001-03-02 00:00:00,0.173326
EU0009658145PV1D1,2001-03-05 00:00:00,0.187878
EU0009658145PV1D1,2001-03-06 00:00:00,0.149974
EU0009658145PV1D1,2001-03-07 00:00:00,0.2088
EU0009658145PV1D1,2001-03-08 00:00:00,0.135466
EU0009658145PV1D1,2001-03-09 00:00:00,0.132373
EU0009658145PV1D1,2001-03-12 00:00:00,0.200059
EU0009658145PV1D1,2001-03-13 00:00:00,0.285629
EU0009658145PV1D1,2001-03-14 00:00:00,0.384059
EU0009658145PV1D1,2001-03-15 00:00:00,0.290723
EU0009658145PV1D1,2001-03-16 00:00:00,0.214207
EU0009658145PV1D1,2001-03-19 00:00:00,0.188096
EU0009658145PV1D1,2001-03-20 00:00:00,0.185425
EU0009658145PV1D1,2001-03-21 00:00:00,0.382602
EU0009658145PV1D1,2001-03-22 00:00:00,0.337119
EU0009658145PV1D1,2001-03-23 00:00:00,0.325173
EU0009658145PV1D1,2001-03-26 00:00:00,0.241087
EU0009658145PV1D1,2001-03-27 00:00:00,0.205277
EU0009658145PV1D1,2001-03-28 00:00:00,0.206041
EU0009658145PV1D1,2001-03-29 00:00:00,0.317756
EU0009658145PV1D1,2001-03-30 00:00:00,0.17514
EU0009658145PV1D1,2001-04-02 00:00:00,0.26219
EU0009658145PV1D1,2001-04-03 00:00:00,0.327543
EU0009658145PV1D1,2001-04-04 00:00:00,0.375934
EU0009658145PV1D1,2001-04-05 00:00:00,0.204551
EU0009658145PV1D1,2001-04-06 00:00:00,0.302159
EU0009658145PV1D1,2001-04-09 00:00:00,0.226484
EU0009658145PV1D1,2001-04-10 00:00:00,0.194931
EU0009658145PV1D1,2001-04-11 00:00:00,0.25334
EU0009658145PV1D1,2001-04-12 00:00:00,0.151239
EU0009658145PV1D1,2001-04-17 00:00:00,0.212362
EU0009658145PV1D1,2001-04-18 00:00:00,0.353353
EU0009658145PV1D1,2001-04-19 00:00:00,0.20486
EU0009658145PV1D1,2001-04-20 00:00:00,0.198592
EU0009658145PV1D1,2001-04-23 00:00:00,0.157041
EU0009658145PV1D1,2001-04-24 00:00:00,0.175437
EU0009658145PV1D1,2001-04-25 00:00:00,0.178505
EU0009658145PV1D1,2001-04-26 00:00:00,0.16954
EU0009658145PV1D1,2001-04-27 00:00:00,0.210277
EU0009658145PV1D1,2001-04-30 00:00:00,0.0780628
EU0009658145PV1D1,2001-05-02 00:00:00,0.193077
EU0009658145PV1D1,2001-05-03 00:00:00,0.163865
EU0009658145PV1D1,2001-05-04 00:00:00,0.217535
EU0009658145PV1D1,2001-05-07 00:00:00,0.182191
EU0009658145PV1D1,2001-05-08 00:00:00,0.15809
EU0009658145PV1D1,2001-05-09 00:00:00,0.146216
EU0009658145PV1D1,2001-05-10 00:00:00,0.180781
EU0009658145PV1D1,2001-05-11 00:00:00,0.187511
EU0009658145PV1D1,2001-05-14 00:00:00,0.149153
EU0009658145PV1D1,2001-05-15 00:00:00,0.137553
EU0009658145PV1D1,2001-05-16 00:00:00,0.165955
EU0009658145PV1D1,2001-05-17 00:00:00,0.290525
EU0009658145PV1D1,2001-05-18 00:00:00,0.140296
EU0009658145PV1D1,2001-05-21 00:00:00,0.137323
EU0009658145PV1D1,2001-05-22 00:00:00,0.159196
EU0009658145PV1D1,2001-05-23 00:00:00,0.132037
EU0009658145PV1D1,2001-05-24 00:00:00,0.0871318
EU0009658145PV1D1,2001-05-25 00:00:00,0.130941
EU0009658145PV1D1,2001-05-28 00:00:00,0.0889444
EU0009658145PV1D1,2001-05-29 00:00:00,0.130146
EU0009658145PV1D1,2001-05-30 00:00:00,0.135786
EU0009658145PV1D1,2001-05-31 00:00:00,0.149356
EU0009658145PV1D1,2001-06-01 00:00:00,0.167284
EU0009658145PV1D1,2001-06-04 00:00:00,0.0489698
EU0009658145PV1D1,2001-06-05 00:00:00,0.174074
EU0009658145PV1D1,2001-06-06 00:00:00,0.138397
EU0009658145PV1D1,2001-06-07 00:00:00,0.125018
EU0009658145PV1D1,2001-06-08 00:00:00,0.134286
EU0009658145PV1D1,2001-06-11 00:00:00,0.141695
EU0009658145PV1D1,2001-06-12 00:00:00,0.214945
EU0009658145PV1D1,2001-06-13 00:00:00,0.156565
EU0009658145PV1D1,2001-06-14 00:00:00,0.175627
EU0009658145PV1D1,2001-06-15 00:00:00,0.205188
EU0009658145PV1D1,2001-06-18 00:00:00,0.15303
EU0009658145PV1D1,2001-06-19 00:00:00,0.128874
EU0009658145PV1D1,2001-06-20 00:00:00,0.184387
EU0009658145PV1D1,2001-06-21 00:00:00,0.168846
EU0009658145PV1D1,2001-06-22 00:00:00,0.127624
EU0009658145PV1D1,2001-06-25 00:00:00,0.13284
EU0009658145PV1D1,2001-06-26 00:00:00,0.169266
EU0009658145PV1D1,2001-06-27 00:00:00,0.106069
EU0009658145PV1D1,2001-06-28 00:00:00,0.220064
EU0009658145PV1D1,2001-06-29 00:00:00,0.193083
EU0009658145PV1D1,2001-07-02 00:00:00,0.162176
EU0009658145PV1D1,2001-07-03 00:00:00,0.159471
EU0009658145PV1D1,2001-07-04 00:00:00,0.117987
EU0009658145PV1D1,2001-07-05 00:00:00,0.237443
EU0009658145PV1D1,2001-07-06 00:00:00,0.180404
EU0009658145PV1D1,2001-07-09 00:00:00,0.190361
EU0009658145PV1D1,2001-07-10 00:00:00,0.175662
EU0009658145PV1D1,2001-07-11 00:00:00,0.241814
EU0009658145PV1D1,2001-07-12 00:00:00,0.325828
EU0009658145PV1D1,2001-07-13 00:00:00,0.189664
EU0009658145PV1D1,2001-07-16 00:00:00,0.130032
EU0009658145PV1D1,2001-07-17 00:00:00,0.204162
EU0009658145PV1D1,2001-07-18 00:00:00,0.150605
EU0009658145PV1D1,2001-07-19 00:00:00,0.180954
EU0009658145PV1D1,2001-07-20 00:00:00,0.20022
EU0009658145PV1D1,2001-07-23 00:00:00,0.172356
EU0009658145PV1D1,2001-07-24 00:00:00,0.146208
EU0009658145PV1D1,2001-07-25 00:00:00,0.240166
EU0009658145PV1D1,2001-07-26 00:00:00,0.225983
EU0009658145PV1D1,2001-07-27 00:00:00,0.189992
EU0009658145PV1D1,2001-07-30 00:00:00,0.134067
EU0009658145PV1D1,2001-07-31 00:00:00,0.145593
EU0009658145PV1D1,2001-08-01 00:00:00,0.125102
EU0009658145PV1D1,2001-08-02 00:00:00,0.174778
EU0009658145PV1D1,2001-08-03 00:00:00,0.181402
EU0009658145PV1D1,2001-08-06 00:00:00,0.150183
EU0009658145PV1D1,2001-08-07 00:00:00,0.207262
EU0009658145PV1D1,2001-08-08 00:00:00,0.178926
EU0009658145PV1D1,2001-08-09 00:00:00,0.308618
EU0009658145PV1D1,2001-08-10 00:00:00,0.221171
EU0009658145PV1D1,2001-08-13 00:00:00,0.254711
EU0009658145PV1D1,2001-08-14 00:00:00,0.192029
EU0009658145PV1D1,2001-08-15 00:00:00,0.114191
EU0009658145PV1D1,2001-08-16 00:00:00,0.201807
EU0009658145PV1D1,2001-08-17 00:00:00,0.230841
EU0009658145PV1D1,2001-08-20 00:00:00,0.235681
EU0009658145PV1D1,2001-08-21 00:00:00,0.165356
EU0009658145PV1D1,2001-08-22 00:00:00,0.259183
EU0009658145PV1D1,2001-08-23 00:00:00,0.224942
EU0009658145PV1D1,2001-08-24 00:00:00,0.177723
EU0009658145PV1D1,2001-08-27 00:00:00,0.147221
EU0009658145PV1D1,2001-08-28 00:00:00,0.237103
EU0009658145PV1D1,2001-08-29 00:00:00,0.280811
EU0009658145PV1D1,2001-08-30 00:00:00,0.292799
EU0009658145PV1D1,2001-08-31 00:00:00,0.25554
EU0009658145PV1D1,2001-09-03 00:00:00,0.179207
EU0009658145PV1D1,2001-09-04 00:00:00,0.325066
EU0009658145PV1D1,2001-09-05 00:00:00,0.264895
EU0009658145PV1D1,2001-09-06 00:00:00,0.321926
EU0009658145PV1D1,2001-09-07 00:00:00,0.426759
EU0009658145PV1D1,2001-09-10 00:00:00,0.419547
EU0009658145PV1D1,2001-09-11 00:00:00,0.94253
EU0009658145PV1D1,2001-09-12 00:00:00,0.879051
EU0009658145PV1D1,2001-09-13 00:00:00,0.326865
EU0009658145PV1D1,2001-09-14 00:00:00,0.456448
EU0009658145PV1D1,2001-09-17 00:00:00,0.555848
EU0009658145PV1D1,2001-09-18 00:00:00,0.361951
EU0009658145PV1D1,2001-09-19 00:00:00,0.350117
EU0009658145PV1D1,2001-09-20 00:00:00,0.43608
EU0009658145PV1D1,2001-09-21 00:00:00,0.788738
EU0009658145PV1D1,2001-09-24 00:00:00,0.53267
EU0009658145PV1D1,2001-09-25 00:00:00,0.41434
EU0009658145PV1D1,2001-09-26 00:00:00,0.375003
EU0009658145PV1D1,2001-09-27 00:00:00,0.326916
EU0009658145PV1D1,2001-09-28 00:00:00,0.426057
EU0009658145PV1D1,2001-10-01 00:00:00,0.271755
EU0009658145PV1D1,2001-10-02 00:00:00,0.324944
EU0009658145PV1D1,2001-10-03 00:00:00,0.342441
EU0009658145PV1D1,2001-10-04 00:00:00,0.49835
EU0009658145PV1D1,2001-10-05 00:00:00,0.409596
EU0009658145PV1D1,2001-10-08 00:00:00,0.419943
EU0009658145PV1D1,2001-10-09 00:00:00,0.315071
EU0009658145PV1D1,2001-10-10 00:00:00,0.300273
EU0009658145PV1D1,2001-10-11 00:00:00,0.317972
EU0009658145PV1D1,2001-10-12 00:00:00,0.322864
EU0009658145PV1D1,2001-10-15 00:00:00,0.277319
EU0009658145PV1D1,2001-10-16 00:00:00,0.26376
EU0009658145PV1D1,2001-10-17 00:00:00,0.402515
EU0009658145PV1D1,2001-10-18 00:00:00,0.478296
EU0009658145PV1D1,2001-10-19 00:00:00,0.282525
EU0009658145PV1D1,2001-10-22 00:00:00,0.222704
EU0009658145PV1D1,2001-10-23 00:00:00,0.291036
EU0009658145PV1D1,2001-10-24 00:00:00,0.338441
EU0009658145PV1D1,2001-10-25 00:00:00,0.31815
EU0009658145PV1D1,2001-10-26 00:00:00,0.39784
EU0009658145PV1D1,2001-10-29 00:00:00,0.252337
EU0009658145PV1D1,2001-10-30 00:00:00,0.379725
EU0009658145PV1D1,2001-10-31 00:00:00,0.362369
EU0009658145PV1D1,2001-11-01 00:00:00,0.337862
EU0009658145PV1D1,2001-11-02 00:00:00,0.291029
EU0009658145PV1D1,2001-11-05 00:00:00,0.194879
EU0009658145PV1D1,2001-11-06 00:00:00,0.215672
EU0009658145PV1D1,2001-11-07 00:00:00,0.312373
EU0009658145PV1D1,2001-11-08 00:00:00,0.215317
EU0009658145PV1D1,2001-11-09 00:00:00,0.292764
EU0009658145PV1D1,2001-11-12 00:00:00,0.613601
EU0009658145PV1D1,2001-11-13 00:00:00,0.340904
EU0009658145PV1D1,2001-11-14 00:00:00,0.281888
EU0009658145PV1D1,2001-11-15 00:00:00,0.285787
EU0009658145PV1D1,2001-11-16 00:00:00,0.222483
EU0009658145PV1D1,2001-11-19 00:00:00,0.192736
EU0009658145PV1D1,2001-11-20 00:00:00,0.318635
EU0009658145PV1D1,2001-11-21 00:00:00,0.230246
EU0009658145PV1D1,2001-11-22 00:00:00,0.169067
EU0009658145PV1D1,2001-11-23 00:00:00,0.253602
EU0009658145PV1D1,2001-11-26 00:00:00,0.239528
EU0009658145PV1D1,2001-11-27 00:00:00,0.255021
EU0009658145PV1D1,2001-11-28 00:00:00,0.21167
EU0009658145PV1D1,2001-11-29 00:00:00,0.276591
EU0009658145PV1D1,2001-11-30 00:00:00,0.242772
EU0009658145PV1D1,2001-12-03 00:00:00,0.205732
EU0009658145PV1D1,2001-12-04 00:00:00,0.208199
EU0009658145PV1D1,2001-12-05 00:00:00,0.25543
EU0009658145PV1D1,2001-12-06 00:00:00,0.176658
EU0009658145PV1D1,2001-12-07 00:00:00,0.171908
EU0009658145PV1D1,2001-12-10 00:00:00,0.198985
EU0009658145PV1D1,2001-12-11 00:00:00,0.210603
EU0009658145PV1D1,2001-12-12 00:00:00,0.205154
EU0009658145PV1D1,2001-12-13 00:00:00,0.200732
EU0009658145PV1D1,2001-12-14 00:00:00,0.235155
EU0009658145PV1D1,2001-12-17 00:00:00,0.19136
EU0009658145PV1D1,2001-12-18 00:00:00,0.164302
EU0009658145PV1D1,2001-12-19 00:00:00,0.249899
EU0009658145PV1D1,2001-12-20 00:00:00,0.185924
EU0009658145PV1D1,2001-12-21 00:00:00,0.252283
EU0009658145PV1D1,2001-12-24 00:00:00,0.0572813
EU0009658145PV1D1,2001-12-27 00:00:00,0.154809
EU0009658145PV1D1,2001-12-28 00:00:00,0.124494
EU0009658145PV1D1,2002-01-02 00:00:00,0.214229
EU0009658145PV1D1,2002-01-03 00:00:00,0.204876
EU0009658145PV1D1,2002-01-04 00:00:00,0.194268
EU0009658145PV1D1,2002-01-07 00:00:00,0.206597
EU0009658145PV1D1,2002-01-08 00:00:00,0.203334
EU0009658145PV1D1,2002-01-09 00:00:00,0.204711
EU0009658145PV1D1,2002-01-10 00:00:00,0.227116
EU0009658145PV1D1,2002-01-11 00:00:00,0.196984
EU0009658145PV1D1,2002-01-14 00:00:00,0.212262
EU0009658145PV1D1,2002-01-15 00:00:00,0.222307
EU0009658145PV1D1,2002-01-16 00:00:00,0.24637
EU0009658145PV1D1,2002-01-17 00:00:00,0.180307
EU0009658145PV1D1,2002-01-18 00:00:00,0.193038
EU0009658145PV1D1,2002-01-21 00:00:00,0.137145
EU0009658145PV1D1,2002-01-22 00:00:00,0.168361
EU0009658145PV1D1,2002-01-23 00:00:00,0.201085
EU0009658145PV1D1,2002-01-24 00:00:00,0.237288
EU0009658145PV1D1,2002-01-25 00:00:00,0.175739
EU0009658145PV1D1,2002-01-28 00:00:00,0.14818
EU0009658145PV1D1,2002-01-29 00:00:00,0.159177
EU0009658145PV1D1,2002-01-30 00:00:00,0.313107
EU0009658145PV1D1,2002-01-31 00:00:00,0.245301
EU0009658145PV1D1,2002-02-01 00:00:00,0.182567
EU0009658145PV1D1,2002-02-04 00:00:00,0.154073
EU0009658145PV1D1,2002-02-05 00:00:00,0.294844
EU0009658145PV1D1,2002-02-06 00:00:00,0.259879
EU0009658145PV1D1,2002-02-07 00:00:00,0.264986
EU0009658145PV1D1,2002-02-08 00:00:00,0.180683
EU0009658145PV1D1,2002-02-11 00:00:00,0.148079
EU0009658145PV1D1,2002-02-12 00:00:00,0.222433
EU0009658145PV1D1,2002-02-13 00:00:00,0.191645
EU0009658145PV1D1,2002-02-14 00:00:00,0.166215
EU0009658145PV1D1,2002-02-15 00:00:00,0.174291
EU0009658145PV1D1,2002-02-18 00:00:00,0.125478
EU0009658145PV1D1,2002-02-19 00:00:00,0.212546
EU0009658145PV1D1,2002-02-20 00:00:00,0.228994
EU0009658145PV1D1,2002-02-21 00:00:00,0.267432
EU0009658145PV1D1,2002-02-22 00:00:00,0.207389
EU0009658145PV1D1,2002-02-25 00:00:00,0.162436
EU0009658145PV1D1,2002-02-26 00:00:00,0.251829
EU0009658145PV1D1,2002-02-27 00:00:00,0.188373
EU0009658145PV1D1,2002-02-28 00:00:00,0.235122
EU0009658145PV1D1,2002-03-01 00:00:00,0.162308
EU0009658145PV1D1,2002-03-04 00:00:00,0.235879
EU0009658145PV1D1,2002-03-05 00:00:00,0.226498
EU0009658145PV1D1,2002-03-06 00:00:00,0.174301
EU0009658145PV1D1,2002-03-07 00:00:00,0.21675
EU0009658145PV1D1,2002-03-08 00:00:00,0.163285
EU0009658145PV1D1,2002-03-11 00:00:00,0.148399
EU0009658145PV1D1,2002-03-12 00:00:00,0.158791
EU0009658145PV1D1,2002-03-13 00:00:00,0.169751
EU0009658145PV1D1,2002-03-14 00:00:00,0.144197
EU0009658145PV1D1,2002-03-15 00:00:00,0.167139
EU0009658145PV1D1,2002-03-18 00:00:00,0.136862
EU0009658145PV1D1,2002-03-19 00:00:00,0.113237
EU0009658145PV1D1,2002-03-20 00:00:00,0.127016
EU0009658145PV1D1,2002-03-21 00:00:00,0.162894
EU0009658145PV1D1,2002-03-22 00:00:00,0.139031
EU0009658145PV1D1,2002-03-25 00:00:00,0.120765
EU0009658145PV1D1,2002-03-26 00:00:00,0.189619
EU0009658145PV1D1,2002-03-27 00:00:00,0.102268
EU0009658145PV1D1,2002-03-28 00:00:00,0.0912568
EU0009658145PV1D1,2002-04-02 00:00:00,0.141308
EU0009658145PV1D1,2002-04-03 00:00:00,0.10642
EU0009658145PV1D1,2002-04-04 00:00:00,0.172374
EU0009658145PV1D1,2002-04-05 00:00:00,0.11583
EU0009658145PV1D1,2002-04-08 00:00:00,0.1884
EU0009658145PV1D1,2002-04-09 00:00:00,0.172998
EU0009658145PV1D1,2002-04-10 00:00:00,0.179457
EU0009658145PV1D1,2002-04-11 00:00:00,0.166316
EU0009658145PV1D1,2002-04-12 00:00:00,0.160728
EU0009658145PV1D1,2002-04-15 00:00:00,0.177431
EU0009658145PV1D1,2002-04-16 00:00:00,0.20049
EU0009658145PV1D1,2002-04-17 00:00:00,0.157561
EU0009658145PV1D1,2002-04-18 00:00:00,0.235222
EU0009658145PV1D1,2002-04-19 00:00:00,0.130662
EU0009658145PV1D1,2002-04-22 00:00:00,0.153733
EU0009658145PV1D1,2002-04-23 00:00:00,0.148133
EU0009658145PV1D1,2002-04-24 00:00:00,0.145656
EU0009658145PV1D1,2002-04-25 00:00:00,0.207126
EU0009658145PV1D1,2002-04-26 00:00:00,0.214446
